,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise
1785,feeling sick constant sneezing headache runny nose,0.03706464171409607,0.003075240645557642,0.025158166885375977,0.5352548956871033,0.3537251949310303,0.045721884816884995
1786,danger must run yoonmin yoongi pull jimin away im cry ht?,0.9194379448890686,0.0023340864572674036,0.028238436207175255,0.007152802310883999,0.03713701292872429,0.005699764005839825
1787,instantly regret agreeing time second hang phone,0.10308228433132172,0.008516565896570683,0.05468222126364708,0.6276944279670715,0.12554201483726501,0.08048247545957565
1788,walker bitter projecting it?s walker bitter manipulative day done,0.4835049510002136,0.01090586930513382,0.006268688943237066,0.4012387692928314,0.006841521710157394,0.09124007821083069
1789,girl say kego rata ka lerato la love break heart ukhale isikhalo sika cry,0.022897575050592422,0.0191037617623806,0.11410778015851974,0.08297473192214966,0.5569653511047363,0.20395076274871826
1790,miss day steph amy besties ????,0.0004134021291974932,8.337682811543345e-05,0.0018684093374758959,0.1651770919561386,0.2737817168235779,0.5586760640144348
1791,want collect exid album somebody stop,0.24915599822998047,0.04439987614750862,0.07342426478862762,0.04897255823016167,0.525475025177002,0.05857224017381668
1792,messi look old heart breaking,0.026509886607527733,0.007344470359385014,0.0545075424015522,0.019652951508760452,0.8862705826759338,0.0057145413011312485
1793,nawwwww babyyyyyy find promiseeeeee ??,0.0003289667365606874,0.0004848543321713805,0.004701141733676195,0.11125408858060837,0.008763947524130344,0.8744670152664185
1794,i?m deadass sad i?m leaving cousin,0.005466824397444725,0.0017874506302177906,0.010563570074737072,0.024303698912262917,0.9318557977676392,0.026022618636488914
1795,closer know,0.019483741372823715,0.0069015310145914555,0.27109676599502563,0.276132732629776,0.1953159123659134,0.23106934130191803
1796,earth billion year old let scale year hour industrial revolution b?,0.08926615864038467,0.044485557824373245,0.40816813707351685,0.3510175049304962,0.03281227871775627,0.07425050437450409
1797,exam starting soon im twitter app like mai sense left loll,0.029287325218319893,0.00910539273172617,0.06275922805070877,0.16117289662361145,0.1949516236782074,0.5427235960960388
1798,wanna make cry,0.009864795953035355,0.004881167318671942,0.04274225980043411,0.0616711787879467,0.7335978746414185,0.14724276959896088
1799,huhu soundshine5 finally back youtube ?,0.0021511444356292486,0.0003897294227499515,0.004853005055338144,0.42777958512306213,0.026941347867250443,0.5378851294517517
1800,fact prettier usual girl,0.03445558622479439,0.004982823505997658,0.06306483596563339,0.3756164312362671,0.18387722969055176,0.3380030691623688
1801,gorgeous dog ever,0.026368970051407814,0.014461176469922066,0.04172903299331665,0.4914696216583252,0.2365170121192932,0.18945421278476715
1802,ndabjp govt april september wrote lakh thousand nine hundred eleven crore?,0.02522176504135132,0.010348099283874035,0.02250051312148571,0.48933669924736023,0.10025251656770706,0.3523404002189636
1803,every black woman experience white woman every single one ?why attacking ? htt?,0.025574298575520515,0.041776083409786224,0.8698550462722778,0.008571408689022064,0.0291614830493927,0.02506171725690365
1804,rediscovered going ? wondering whether keep uploading becoming harder harder keep quality gifs thanks mate,0.010728302411735058,0.0002569821081124246,0.03612835332751274,0.6975789070129395,0.04225371405482292,0.21305380761623383
1805,aaaaaaaaaa thank ?,0.000881010782904923,0.000563598470762372,0.008881027810275555,0.4081967771053314,0.0018203647341579199,0.579657256603241
1806,really wanna something productive fever killing,0.07746925204992294,0.019354959949851036,0.24064266681671143,0.0779886320233345,0.059703391045331955,0.5248411297798157
1807,feel,0.07106293737888336,0.006930163595825434,0.07091950625181198,0.5212149620056152,0.26493167877197266,0.06494070589542389
1808,deeeeeaaaaadddtttttt,0.009115573950111866,0.005486086942255497,0.017552899196743965,0.42271727323532104,0.09487216174602509,0.4502561092376709
1809,beautiful,0.0029988631140440702,0.0013805411290377378,0.008393525145947933,0.7654492855072021,0.161033496260643,0.06074420362710953
1810,???? wb update siwon noting book carrying incheon airport returning korea taiw?,0.08507828414440155,0.009358718991279602,0.031422581523656845,0.5375639200210571,0.12917618453502655,0.20740020275115967
1811,honestly great hated stan twt knowing ur level intelligence exceeds theyll never feel complete anti,0.05182653293013573,0.016398919746279716,0.021544896066188812,0.39148691296577454,0.4753262996673584,0.04341640695929527
1812,exam starting soon im twitter app like mai sense left loll,0.029287325218319893,0.00910539273172617,0.06275922805070877,0.16117289662361145,0.1949516236782074,0.5427235960960388
1813,one tattoo,0.08841899782419205,0.02185729704797268,0.3132176697254181,0.19870176911354065,0.13107708096504211,0.24672721326351166
1814,tech guy like see intels disappearance,0.05760686844587326,0.04843549057841301,0.2795393168926239,0.1518947184085846,0.18790467083454132,0.2746189832687378
1815,link working,0.004585703834891319,0.001772408140823245,0.017131442204117775,0.41374853253364563,0.059419456869363785,0.5033423900604248
