0.06389147,0.021370143,0.300425112,0.178538412,0.034021009,0.401753962
0.011611212,0.003201258,0.089349896,0.157784835,0.117114291,0.62093854
0.021916021,0.011817734,0.281716108,0.023543423,0.340010107,0.320996642
0.065678701,0.01006062,0.032386154,0.258171707,0.110894337,0.522808433
0.040912997,0.007233905,0.137498662,0.290430516,0.149626479,0.37429747
0.009878781,0.003838627,0.043896645,0.031943057,0.893379092,0.017063826
0.012222823,0.013840832,0.009031026,0.007730998,0.037323456,0.919850886
0.063745558,0.014728761,0.039544828,0.276795655,0.417258203,0.187926978
0.028229322,0.024974804,0.014426125,0.21064356,0.1131422,0.608583927
0.092948787,0.012242923,0.127177149,0.579532743,0.084299445,0.103798911
0.233944714,0.19308871,0.089719199,0.066855371,0.072800949,0.343591094
0.138758674,0.001213183,0.852040231,0.007065693,0.000865143,5.69E-05
0.018722039,0.024884032,0.234555945,0.149726689,0.091406494,0.480704844
0.023542328,7.21E-05,0.06193829,0.914038658,0.000366675,4.20E-05
0.020412704,0.010440694,0.272498518,0.192397088,0.15098612,0.353264868
0.001506336,0.000332213,0.098052941,0.054814622,0.003752114,0.841541767
0.141997039,0.176502928,0.230234385,0.112446055,0.211644709,0.127174914
0.399466425,0.1611242,0.22590366,0.027315136,0.150921822,0.035268676
0.314829379,0.128360853,0.093116209,0.139515027,0.040273819,0.283904731
0.000390424,0.000316129,0.00520257,0.004919528,0.001193824,0.987977505
0.077275746,0.036632467,0.074689403,0.426917374,0.16075173,0.223733306
0.178197324,0.038433928,0.151487425,0.083276823,0.172262058,0.376342505
0.066063799,0.101390548,0.12334729,0.135142148,0.364279181,0.209777072
0.021804351,0.020342506,0.516290903,0.060395934,0.283591688,0.097574584
0.031819943,0.025195615,0.148509964,0.227896884,0.26034835,0.306229234
0.060632493,0.038772225,0.347332954,0.177014738,0.082876176,0.29337132
0.050788473,0.008650004,0.168450534,0.397331387,0.16085355,0.213926077
0.023051217,0.00086815,0.926123798,0.043499023,0.005807903,0.000649804
0.132093176,0.005584905,0.027526593,0.479312003,0.321201414,0.034281876
0.042758867,0.026726397,0.237135276,0.077512823,0.425881475,0.189985141
0.139223233,0.162010625,0.110651679,0.053999782,0.32049498,0.213619709
0.004093156,0.005881113,0.04609267,0.034354068,0.025873663,0.883705318
0.023582041,0.044388141,0.865392447,0.006360765,0.04074423,0.019532355
0.006199061,0.005170207,0.005184575,0.107457735,0.436648071,0.439340383
1.60E-05,2.00E-07,0.002407473,0.997551024,1.80E-05,7.41E-06
0.094982594,0.053710323,0.21296224,0.133245617,0.497146428,0.007952784
0.006819098,0.010538223,0.017631086,0.225509107,0.085200571,0.654302001
0.022723652,0.01627307,0.208354011,0.140163496,0.266107231,0.346378535
0.01496279,0.018038452,0.234989196,0.201809078,0.099506706,0.430693775
0.01998114,0.05132487,0.21088548,0.046811398,0.050624412,0.620372713
0.030737365,0.012022677,0.126809359,0.143100038,0.557976902,0.129353628
0.035900321,0.009010775,0.006761753,0.012869507,0.076722264,0.858735383
0.035233285,0.020040581,0.177081153,0.351560861,0.160949454,0.255134642
0.052056193,0.032485284,0.210207537,0.175225154,0.376872361,0.153153494
0.011341232,0.00082505,0.296772122,0.31058383,0.288560718,0.091917045
0.023705406,0.025660809,0.859601259,0.015984967,0.041600436,0.033447154
0.018130764,0.01403428,0.314991713,0.362956882,0.136551633,0.153334722
0.237034187,0.059187014,0.680781841,0.007349289,0.014921315,0.000726346
0.016531317,0.01688575,0.084961474,0.137846723,0.190657273,0.553117514
0.09904401,0.003339383,0.661901712,0.150949776,0.026485499,0.058279634
0.073991932,0.009131108,0.425046027,0.424429536,0.031134762,0.036266685
0.018100619,0.020167721,0.129997924,0.250953406,0.080812328,0.499967933
0.143798292,0.016229615,0.173843503,0.341059715,0.064406909,0.260661989
0.00840718,0.001312397,0.033139911,0.683660328,0.078419574,0.195060611
0.001908258,0.002387455,0.041734956,0.113842323,0.113049082,0.727077961
0.001697863,1.87E-05,0.822098792,0.175866604,0.000134949,0.000183048
0.171556145,0.007706388,0.010145751,0.022287196,0.759572327,0.028732261
0.013214443,0.012921336,0.015997699,0.115288921,0.080003515,0.762574136
0.940222442,0.025187932,0.008914238,0.000579928,0.022519363,0.002576246
0.036370628,0.025993574,0.724287212,0.050042249,0.059235591,0.104070775
0.006314129,0.000154493,0.028055785,0.944261849,0.000956995,0.020256747
