0.126559079	0.015195644	0.064924248	0.240738153	0.259867698	0.292715162
0.004906771	0.004877263	0.057960507	0.037325669	0.762106538	0.132823199
0.010983892	0.013151163	0.084579505	0.334283859	0.035023581	0.521977961
0.017383868	0.01756333	0.066939175	0.275023639	0.304281622	0.318808377
0.002713341	0.000594589	0.007632058	0.572519839	0.011079117	0.405461043
0.53296262	0.273409486	0.033572052	0.02097496	0.062488448	0.076592535
0.021988353	0.003076687	0.014472515	0.816391289	0.07855697	0.065514229
0.046101257	0.482404768	0.327531457	0.013105812	0.054156817	0.076699801
0.015901342	0.198707476	0.069470637	0.043087486	0.52826339	0.144569725
0.011044999	0.008338922	0.101910174	0.467122078	0.086602584	0.324981213
0.004915485	0.000484278	0.091781937	0.799187839	0.017651295	0.085979208
0.479711413	0.012952597	0.033535276	0.33582738	0.030952489	0.107020892
0.030498939	0.012608019	0.077549472	0.156445757	0.381908327	0.34098947
0.012492072	0.018976841	0.15329051	0.296649784	0.055396054	0.463194698
0.000895169	0.000567909	0.002013738	0.811605871	0.020704402	0.164212868
0.05085158	0.079337783	0.227076352	0.146625072	0.160100982	0.336008281
0.167459324	0.549733996	0.201411366	0.010746734	0.041410133	0.029238407
0.021246802	0.012580531	0.043475185	0.432310849	0.069079846	0.421306819
0.186306536	0.06447541	0.489504427	0.03638066	0.158291936	0.065041043
0.032714393	0.003871778	0.034969211	0.592681229	0.120829329	0.214934126
0.0248209	0.004047722	0.08842323	0.407140374	0.106131054	0.369436741
0.020451223	0.005244719	0.014281773	0.071180664	0.031379722	0.85746187
0.0428061	0.026358534	0.309938818	0.233338103	0.077202387	0.310356021
0.049005866	0.013005952	0.157008216	0.263691694	0.05919252	0.458095729
0.035111848	0.007639059	0.150687903	0.341257393	0.110648878	0.354654819
0.18584764	0.100575745	0.049474034	0.083821401	0.048569713	0.5317114
0.082814336	0.004848488	0.021093117	0.803661525	0.043935325	0.043647252
0.001728554	0.000859058	0.023358619	0.042188	0.014203264	0.917662501
0.024297426	0.001680757	0.011720085	0.542429686	0.333301663	0.08657039
0.046543285	0.016982988	0.183749363	0.027950216	0.702090979	0.022683235
0.001975029	0.001272854	0.024326265	0.016252894	0.014903928	0.941268981
0.091044642	0.023712113	0.212722391	0.486188501	0.077570982	0.108761273
4.23E-06	1.04E-05	3.32E-05	0.000277396	8.31E-05	0.999591649
0.017780116	0.027793529	0.167642727	0.05259721	0.540932119	0.193254307
0.076073043	0.034016047	0.078473121	0.195338577	0.173115343	0.442983866
